,isbn,book_title,book_author,year_of_publication,book_id
141597,0380709597,Ramona the Brave (Avon Camelot Books (Paperback)),Beverly Cleary,1995.0,43550
106083,0385234104,Fatherhood,Bill Cosby,1986.0,34191
571757,0886777941,Beneath the Vaulted Hills : The River into Darkness,Sean Russell,1998.0,43558
191084,0399140824,Come to Grief,Dick Francis,1995.0,34778
312612,2070415732,Fahrenheit 451 (Collection Folio),Ray Bradbury,2002.0,43568
762354,0061052507,"Feet of Clay: A Novel of Discworld (Pratchett, Terry. Discworld Series.)",Terry Pratchett,1996.0,43569
125507,0671664271,Lost Horizon,James Hilton,1988.0,36381
106152,055314717X,"Colorado (Ross, Dana Fuller. Wagons West, V. 7.)",Dana Fuller Ross,1981.0,43588
106197,0679740104,Shooting the Boh: A Woman's Voyage Down the Wildest River in Borneo (Vintage Departures),Tracy Johnston,1992.0,27694
106235,0679753338,Nobody's Fool (Vintage Contemporaries),Richard Russo,1994.0,43621
177148,3423000015,Irisches Tagebuch,Heinrich BÃ¶ll,1972.0,43625
106251,0312253486,The Janson Directive,Robert Ludlum,2002.0,43644
106275,0441010156,Red Thunder,John Varley,2003.0,43633
106338,0553236245,Never Cry Wolf,Farley Mowat,1983.0,43659
250564,1893010023,High Times Presents Paul Krassner's Pot Stories for the Soul,Paul Krassner,1999.0,10924
106350,0060177500,Small Gods: A Novel of Discworld,Terry Pratchett,1994.0,43698
106354,0060917016,Homeland and Other Stories,Barbara Kingsolver,1990.0,517
106407,0609805363,Beyond Civilization: Humanity's Next Great Adventure,Daniel Quinn,2000.0,43690
106415,067972026X,A Wolverine Is Eating My Leg (Vintage Departures),Tim Cahill,1989.0,43683
890740,0140295577,Fever Pitch,Nick Hornby,2002.0,43705
106513,0671620991,Solve Your Child's Sleep Problems,Richard Ferber,1986.0,24720
106517,155874875X,"Chicken Soup for the Sports Fan's Soul : Stories of Insight, Inspiration and Laughter in the World of Sport (Chicken Soup for the Soul Series)",Jack Canfield,2000.0,43710
121478,0380728265,Blind Descent: : An Anna Pigeon Mystery (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1999.0,7672
436103,0375404481,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver W. Sacks,2001.0,43767
106691,1573223565,Songbook,Nick Hornby,2003.0,43779
292277,0440351626,The Magus,John Fowles,1985.0,43896
137391,0449208397,If Life Is a Bowl of Cherries What Am I Doing in the Pits,Erma Bombeck,1990.0,1805
113826,0373243286,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000.0,14963
181896,0385302320,Voyager,DIANA GABALDON,1993.0,9195
115835,0452280362,Dreaming Southern,Linda Bruckheimer,2000.0,27938
137875,0399146253,The Last Precinct,Patricia Daniels Cornwell,2000.0,7006
107036,0310252172,Rumors of Another World: What on Earth Are We Missing?,Philip Yancey,2003.0,43955
107091,0425140989,Thyme of Death: A China Bayles Mystery (West Coast Crime),Susan Wittig Albert,1994.0,20520
107093,0425159418,Rueful Death: A China Bayles Mystery,Susan Wittig Albert,1997.0,41299
107094,0425166112,Love Lies Bleeding: A China Bayles Mystery,Susan Wittig Albert,1998.0,77135
107095,0425171477,Chile Death: A China Bayles Mystery,Susan Wittig Albert,1999.0,41399
107096,0425177009,Lavender Lies: A China Bayles Mystery (Prime Crime Mysteries),Susan Wittig Albert,2000.0,15466
107097,0425182010,Mistletoe Man,Susan Wittig Albert,2001.0,77136
245162,0380727293,Dr. Atkins' New Diet Revolution,Robert C. Atkins,1997.0,14246
107129,0060927860,"Atticus : Novel, A",Ron Hansen,1997.0,29451
107143,0380016362,Laura : The Life of Laura Ingalls Wilder,Donald Zochert,1977.0,43984
107156,044990542X,Tales from Margaritaville: Fictional Facts and Factual Fictions,Jimmy Buffett,1990.0,19596
107160,0486401588,101 Great American Poems (Dover Thrift Editions),The American Poetry &amp Literacy Project,1998.0,43979
107204,0671745239,MAMA : Using the Power of Pleasure to Have Your Way with the World,Terry McMillan,1991.0,34216
276256,0060014342,In the Wake of the Plague: The Black Death and the World It Made,Norman Cantor,2002.0,44024
201227,3453147235,Wassermelone.,Marian Keyes,1998.0,44035
141706,0451126505,Cujo,Stephen King,1982.0,44038
107292,0688178057,Culture Jam : How to Reverse America's Suicidal Consumer Binge--and Why We Must,Kalle Lasn,2000.0,44060
107329,1557731136,The Damnation Game,Clive Barker,1988.0,44067
107426,156836010X,Having Our Say: The Delany Sisters' First 100 Years,Sarah Louise Delany,1993.0,2294
107454,0380756234,Night Storm,Catherine Coulter,1990.0,9337
107456,0446515051,Spencerville,Nelson Demille,1994.0,44133
107484,0786884207,Don't Sweat the Small Stuff in Love,Richard Carlson,2000.0,17488
107490,0060393297,If They Only Knew,Chyna,2001.0,44160
107498,0679760806,The Master and Margarita,Mikhail Bulgakov,1996.0,44152
107505,0312253435,The Cassandra Compact: A Covert-One Novel,Robert Ludlum,2001.0,10618
107507,0425182673,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,2001.0,36671
107508,0451203933,Black Hawk Down: A Story of Modern War,Mark Bowden,2001.0,25964
143147,0786890002,The Art of Deception,Ridley Pearson,2003.0,44166
107520,0375702652,Chasing Che: A Motorcycle Journey in Search of the Guevara Legend,Patrick Symmes,2000.0,44167
107553,1853260258,The Odyssey,Homer,1998.0,44170
147695,2277229938,Les Nuits Fauves/Savage Nights,Collard,1994.0,5641
107627,1860491022,I Capture the Castle,Dodie Smith,1996.0,33642
107663,0064471861,Parrot in the Oven (rpkg) : mi vida,Victor Martinez,1998.0,21374
107669,0385314337,The Giant's House: A Romance,Elizabeth McCracken,1996.0,43622
107671,0446670006,Dork of Cork,Chet Raymo,1994.0,30079
107678,0811827623,Milton,Hayde Ardalan,2000.0,44243
112947,0440224845,Bittersweet,DANIELLE STEEL,2000.0,3999
107733,0786886994,Ice Bound : A Doctor's Incredible Battle for Survival at the  South Pole,Maryanne Vollers,2002.0,29399
182819,0060987219,Polaroids from the Dead,Douglas Coupland,1997.0,44268
500621,0451199650,Stealing Time (April Woo Suspense Novels (Paperback)),Leslie Glass,2000.0,7025
107876,0380002558,The Velveteen Rabbit,Margery Williams,1999.0,44474
108144,0670241334,Corduroy,Don Freeman,1968.0,44309
108283,1551665247,Ghost Of A Chance,Jayne Ann Krentz,1999.0,44513
108300,157082262X,Where's Piglet? (Mouse Works Peek-a-Pooh Book),A. A. Milne,1995.0,44520
108349,0316152196,Angels Flight (Detective Harry Bosch Mysteries),Michael Connelly,1999.0,11775
108359,0375502548,Omerta,Mario Puzo,2000.0,44565
108368,0399143823,Secret Prey,John Sandford,1998.0,22037
108369,0399145362,The Attorney,Steve Martini,2000.0,17124
108375,0440123925,Exit to Eden,ANNE RAMPLING,1986.0,23582
108389,050552113X,Deeper Than the Night (Paranormal Romance),Amanda Ashley,1996.0,44576
108390,050552208X,A Darker Dream,Amanda Ashley,1997.0,5964
108392,051512088X,Rosehaven,Catherine Coulter,2000.0,8484
108397,0553278592,Sweet Revenge,NORA ROBERTS,1997.0,28650
108403,0670813648,Misery,Stephen King,1990.0,5875
108411,0671742647,"Chains of Command (Star Trek The Next Generation, No 21)",W.A. McCay,1992.0,10507
108413,0671797476,"Grounded (Star Trek The Next Generation, No 25)",David Bischoff,1993.0,44561
108415,0671883410,"Debtors' Planet (Star Trek The Next Generation, No 30)",W.R. Thompson,1994.0,10508
108445,0380435543,Listening Woman,Tony Hillerman,1979.0,44584
108600,3442445906,Leben mit doppeltem Boden.,Ruth Rendell,2000.0,44693
417985,0805012478,Steppenwolf,Hermann Hesse,1990.0,2068
108686,067151914X,"Caretaker (Star Trek Voyager, No 1)",L.A. Graf,1995.0,23517
490112,0156007185,"The Worst Day of My Life, So Far",M. A. Harper,2002.0,8935
184134,0786890444,The Sunday Wife,Cassandra King,2003.0,39193
108732,0440240875,Presumption of Death,PERRI O'SHAUGHNESSY,2004.0,44715
108773,0836220498,Night Of Crash-Test Dummies,Gary Larson,1988.0,12955
235827,0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,1988.0,4772
108801,0385312113,"The God Particle: If the Universe Is the Answer, What Is the Question?",Leon Lederman,1994.0,44741
108883,0425181642,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis,2001.0,96160
108884,0679759336,The Fermata,Nicholson Baker,1995.0,44770
108885,0679772898,Thinking in Pictures: And Other Reports from My Life With Autism,Temple Grandin,1996.0,44768
577621,0441009425,Revelation Space,Alastair Reynolds,2002.0,44847
131687,034541215X,Bimbos of the Death Sun,SHARYN MCCRUMB,1996.0,22915
602714,0553298038,"Ambush at Corellia (Star Wars: The Corellian Trilogy, Book 1)",Roger MacBride Allen,1998.0,44858
201707,0767903625,"Wake Up, I'm Fat!",Camryn Manheim,1999.0,44861
449866,0812590554,White Smoke: A Novel About the Next Papal Conclave,Andrew M. Greeley,1997.0,7020
109170,0345463331,Fat White Vampire Blues,Andrew Fox,2003.0,44871
191962,0525945563,Red Dragon,Thomas Harris,2000.0,44879
138997,0060975768,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam,Harold G. Moore,1993.0,44883
109272,0020306652,Ball Four,Jim  Bouton,1990.0,44893
109285,0609601008,"Another City, Not My Own: A Novel in the Form of a Memoir",Dominick Dunne,1997.0,20800
395175,0380777169,Silence of the Hams (Jane Jeffry Mysteries (Paperback)),Jill Churchill,1996.0,44894
109320,0451210727,Murder of a Barbie and Ken (National Bestselling Series),Denise Swanson,2003.0,18677
312498,0425101339,The Tracker,Tom Brown,1996.0,37366
338715,0553582704,In the Forest of Harm,Sallie Bissell,2001.0,32475
109483,0898861098,Miles from Nowhere: A Round the World Bicycle Adventure,Barbara Savage,1985.0,5358
109486,0963136216,Sex With a Mountain Bike and Other Stories,Gary Wockner,1993.0,44985
109527,0061092614,Finding Moon,Tony Hillerman,1996.0,23318
109548,0553053612,Negotiator,Frederick Forsyth,1989.0,45014
109549,0553089226,The Clinic,Jonathan Kellerman,1997.0,22292
109552,0553584375,No One to Trust,IRIS JOHANSEN,2003.0,35803
109559,0060183225,A Marriage Made in Heaven... or Too Tired for an Affair,Erma Bombeck,1993.0,45019
109567,0393010465,Fire,Sebastian Junger,2001.0,45022
496502,0385240406,Time Flies,Bill Cosby,1987.0,1841
200088,0451402340,Secret Song,Catherine Coulter,1997.0,14020
112106,051513225X,Pendragon,Catherine Coulter,2002.0,8481
109618,034540727X,The Killer Angels,MICHAEL SHAARA,1996.0,11443
109622,0684847957,WAIT TILL NEXT YEAR: A MEMOIR,Doris Kearns Goodwin,1998.0,23808
109641,0060562250,A Series of Unfortunate Events: Lemony Snicket : The Unauthorized Autobiography (A Series of Unfortunate Events),Lemony Snicket,2003.0,37946
109667,0142001325,Our Lady of the Lost and Found: A Novel,Diane Schoemperlen,2002.0,8928
109681,0312287364,Feeling Sorry for Celia : A Novel,Jaclyn Moriarty,2002.0,45123
109729,0373250169,L. A. Woman (Red Dress Ink),Cathy Yardley,2002.0,17251
109734,0373250215,Burning The Map,Laura Caldwell,2002.0,17319
109739,0373250266,Guilty Feet,Kelly Harte,2003.0,34647
109740,0373250282,Engaging Men (Red Dress Ink (Paperback)),Lynda Curnyn,2003.0,17157
109748,0375760628,Slave to Fashion : A Novel,REBECCA CAMPBELL,2002.0,17439
109752,038071129X,The Death of a Joyce Scholar : A Peter McGarr Mystery,Bartholomew Gill,2002.0,29578
109761,0380804921,The House of Seven Mabels : A Jane Jeffry Mystery (Jane Jeffry Mysteries (Paperback)),Jill Churchill,2003.0,45149
109762,0380806347,Cross Dressing,Bill Fitzhugh,2002.0,45207
109791,0425178854,"Murder, My Deer (Kate Jasper Mysteries (Paperback))",Jaqueline Girdner,2001.0,45150
109792,0425179184,Crime Brulee (Culinary Mysteries (Paperback)),Nancy Fairbanks,2001.0,20493
109793,0425179451,Death by Darjeeling (Tea Shop Mysteries),Laura Childs,2001.0,45219
109809,0425188213,Shades of Earl Grey (A Tea Shop Mystery),Laura Childs,2003.0,7723
109820,0425191230,Material Girl (Berkley Sensation),Julia London,2003.0,22605
109828,0425193896,Cutwork,Monica Ferris,2004.0,3585
109854,0446611360,Point Deception,Marcia Muller,2002.0,35532
109858,0446612529,Dead Midnight (Sharon McCone Mysteries (Paperback)),Marcia Muller,2003.0,45148
109861,0449000265,8 Weeks to Optimum Health,Andrew Weil M.D.,1998.0,15610
109880,0451205480, Murder of a Sleeping Beauty (Scumble River Mysteries (Paperback)),Denise Swanson,2002.0,45235
109894,0451210816,Murder Between the Covers: A Dead End Job Mystery,Elaine Viets,2003.0,15356
109920,0553582267,Wreck the Halls,SARAH GRAVES,2002.0,45195
109956,0743436679,The Bone Vault,Linda Fairstein,2003.0,29008
109973,0758203330,Thoughts While Having Sex,Stephanie Lehmann,2003.0,45114
109982,0767908198,Auntie Mame: An Irreverent Escapade,Patrick Dennis,2001.0,45063
109988,078688861X,Men and Other Mammals,Jim Keeble,2003.0,43170
109998,0812576071,Irish Stew! (Nuala McGrail Mystery),Andrew M. Greeley,2003.0,20524
110000,081296683X,Girls' Poker Night: A Novel,Jill Davis,2003.0,3969
110015,1566192951,The Adventures of Huckleberry Finn,Mark Twain,1994.0,45145
110023,1575667274,Peaches and Screams: A Savannah Reid Mystery (Savannah Reid Mysteries (Paperback)),G. A. McKevett,2002.0,22396
110042,1931686351,Night of a Thousand Boyfriends (Date With Destiny Aventures),Miranda Clarke,2003.0,45126
110044,0060187263,The Antelope Wife,Louise Erdrich,1998.0,45240
110050,0399150803,Trojan Odyssey,Clive Cussler,2003.0,45238
110051,0425188140,Bloodroot,Susan Wittig Albert,2003.0,41294
110074,0394743199,"Gods, Graves, and Scholars: The Story of Archaeology",C. W. Ceram,1986.0,45251
110092,0140184325,The Aran Islands (Penguin Twentieth Century Classics),J. M. Synge,1992.0,12041
110106,0374529035,Naked in Baghdad: The Iraq War as Seen by NPR's Correspondent Anne Garrels,Anne Garrels,2003.0,18940
110112,0553263978,"Trail of the Spanish Bit : Spanish Bit Saga, Number 1 (Spanish Bit Saga of the Plains Indians)",DON COLDSMITH,1987.0,45293
110124,0679732497,Pop. 1280 (Vintage Crime/Black Lizard),Jim Thompson,1990.0,41718
110139,2020306492,Acid test,Tom Wolfe,1996.0,45283
110162,2234054036,La Grammaire est une chanson douce,Erik Orsenna,2001.0,78811
110187,2264016124,Dalva,Jim Harrison,1991.0,45280
110199,2277330140,Rencontre Du 3e Age,Lelong,,45261
110200,229030039X,Le Journal De Bridget Jones,Helen Fielding,1999.0,45254
110221,2877302202,La Tombe des lucioles,Akiyuki Nosaka,1988.0,45314
126442,8838918600,Il Giro Di Boa,Andrea Camilleri,2003.0,36454
131376,042515601X,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,1997.0,4460
110262,0140062718,The Rebel Angels,Robertson Davies,1983.0,38690
110303,2253057843,Le Joueur d'Ã?Â©checs,Stefan Zweig,1991.0,45351
208441,0399144315,The Cat Who Saw Stars,Lilian Jackson Braun,1999.0,5878
195440,055309971X,Cat on the Scent,Rita Mae Brown,1999.0,45372
152226,0394588428,The Secret Pilgrim,John LeCarre,1990.0,45373
130116,0373250142,Dating Without Novocaine (Red Dress Ink),Lisa Cach,2002.0,17241
212223,0671795880,Best Destiny (Star Trek),Diane Carey,1993.0,30642
110394,0224051709,Amsterdam,Ian McEwan,1998.0,45417
110425,0439010780,The Shadow in the North,Philip Pullman,1999.0,45416
110461,0671718177,This Other Eden,Ben Elton,1993.0,40258
110464,0689716230,Dragon's Milk (Dragon Chronicles),Susan Fletcher,1997.0,45411
110474,0751510114,Gridlock,Ben Elton,1992.0,45379
110525,038072751X,The Legend of Bagger Vance : A Novel of Golf and the Game of Life,Steven Pressfield,1999.0,11874
110574,0380800780,Legs Benedict: : A Bed-And-breakfast Mystery (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim,1999.0,18669
110588,051512723X,Basilica,William D. Montalbano,2000.0,45459
110591,0553566067,Virtual Light,WILLIAM GIBSON,1994.0,19885
110594,0679733787,The Woman in the Dunes,Kobo Abe,1991.0,45449
110611,0060960248,A Kick in the Seat of the Pants,Roger Von Oech,1986.0,45641
110612,0061054097,Gold : The Final Science Fiction Collection (The Final Sci Fi Coll.),Isaac Asimov,1996.0,45621
110633,0312952813,The Black Ice (Detective Harry Bosch Mysteries),Michael Connelly,1996.0,45643
110669,0385506686,Utopia : A Thriller,LINCOLN CHILD,2002.0,20672
110671,0393307069,Post Captain (Aubrey-Maturin (Paperback)),Patrick O'Brian,1990.0,8400
110751,0679419462,The Lost World: A Novel,Michael Crichton,1995.0,26683
110768,0684811073,Undaunted Courage : MERIWETHER LEWIS THOMAS JEFFERSON AND THE OPENING OF THE AMERICAN WEST (Lewis &amp Clark Expedition),Stephen E. Ambrose,1996.0,45624
110785,0767901843,Nuts! Southwest Airlines' Crazy Recipe for Business and Personal Success,Kevin Freiberg,1998.0,18383
110889,0060195622,Set This House in Order: A Romance of Souls,Matt Ruff,2003.0,26651
110898,0380841940,"Refugee (Bio of a Space Tyrant, Vol 1)",Piers Anthony,1991.0,45649
110902,0802135358,Fool on the Hill,Matt Ruff,1998.0,45644
126938,039914787X,Valhalla Rising (Dirk Pitt Adventures (Hardcover)),Clive Cussler,2001.0,25894
164387,0345406141,How Few Remain,Harry Turtledove,1998.0,4834
339884,1931514917,Cowboy Bebop # 1,Yutaka Nanten,2002.0,25388
251698,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1999.0,5493
111133,0804105537,Storming Intrepid,Payne Harrison,1993.0,45760
111157,0446359688,Red Phoenix,Larry Bond,1990.0,11424
111164,0553263285,A Darkness at Sethanon : Volume IV in the Riftwar Saga,RAYMOND FEIST,1987.0,45782
111233,020135473X,Flash 4 for Windows and Macintosh Visual Quickstart Guide,Katherine Ulrich,1999.0,45805
111245,0486419258,The Canterville Ghost and Other Stories (Dover Thrift Editions Series),Oscar Wilde,2001.0,45811
210189,1558743790,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,17433
111294,0679312064,Dropped Threads 2: More of What We Aren't Told,Carol Shields,2003.0,39658
111321,1585421065,Quarterlife Crisis: The Unique Challenges of Life in Your Twenties,Alexandra Robbins,2001.0,28944
227959,0553802747,Hot Ice,NORA ROBERTS,2002.0,59461
111347,0060924926,"Further Tales of the City (Tales of the City Series, V. 3)",Armistead Maupin,1994.0,18862
111364,0440484332,Superfudge (Yearling Books (Paperback)),Judy Blume,1981.0,31488
111376,0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000.0,41475
252408,0451526554,Jane Eyre (Signet Classics (Paperback)),Charlotte Bronte,1997.0,33631
111411,0517598493,The Return of Merlin,Deepak Chopra,1995.0,30593
111419,0671683063,Book of Virtues,William J. Bennett,1993.0,27780
111421,0679723951,"Memories, Dreams, Reflections",C. G. Jung,1989.0,45873
111443,0380773805,The Class Menagerie (Jane Jeffry Mysteries (Paperback)),Jill Churchill,1999.0,45897
111444,0380787067,War and Peas (Jane Jeffry Mysteries (Paperback)),Jill Churchill,1997.0,45898
111588,0345450051,Spider-Man,Peter David,2002.0,22774
111590,0345452534,The Murder Book,JONATHAN KELLERMAN,2002.0,2417
111612,0671016784,Gravity (A),Tess Gerritsen,1999.0,33137
111631,0394585852,Personal History,Katharine Graham,1997.0,39240
111636,0449005925,Slaves of Obsession (William Monk Novels (Paperback)),Anne Perry,2001.0,31747
111639,0515119520,Come to Grief,Dick Francis,1996.0,20378
111651,0807068195,New and Selected Poems,Mary Oliver,1993.0,45983
111654,1580628362,Please Stop Laughing at Me: One Woman's Inspirational Story,Jodee Blanco,2003.0,29146
147674,2253150185,Le Livre du voyage,Bernard Werber,2001.0,45989
111678,3442433495,Der Campus.,Dietrich Schwanitz,1996.0,45992
111690,0425147762,Red Azalea,Anchee Min,1995.0,5943
111706,1573222259,"Across the Nightingale Floor: Tales of the Otori, Book One",Lian Hearn,2002.0,26694
645998,0684853302,"The Touch : A Novel (Mccullough, Colleen)",Colleen McCullough,2003.0,38120
111721,0451192176,Murder Can Spook Your Cat: A Desire Shapiro Mystery (Desiree Shapiro Mysteries (Paperback)),Selma Eichler,1998.0,46001
111741,0061013420,Worst Fears Realized,Stuart Woods,2000.0,46260
111812,0345308980,Foundation's Edge (Foundation Novels (Paperback)),ISAAC ASIMOV,1983.0,7830
111813,0345316770,Almost Paradise,Susan Isaacs,1990.0,1516
111816,0345339967,Foundation and Earth,Isaac Asimov,1990.0,14597
111818,0345351959,Willow: A Novel,Wayland Drew (Adapter),1988.0,22911
111834,0373030940,"Duel Of Passion (Harlequin Romance, No 3094)",Madeleine Ker,1990.0,24781
111838,0373031467,"Never Doubt My Love (Harlequin Romance, No 3146)",Katherine Arthur,1991.0,46278
111928,0380711532,Don't Cry Now,Joy Fielding,1996.0,21307
111956,0385335466,Sunset in St. Tropez,Danielle Steel,2002.0,46247
111961,0393955524,"Heart of Darkness: An Authoritative Text, Backgrounds and Sources, Criticism (Norton Critical Editions)",Joseph Conrad,1987.0,46239
111978,0399139141,Night Prey,John Sandford,1994.0,20770
112017,0440166497,Once in a Lifetime,Danielle Steel,1983.0,32644
112060,0446610232,The Ice Limit,D. Preston,2001.0,14805
112071,0449223833,The Deep Blue Good-By,John D. MacDonald,1995.0,6920
112090,0451208072,St. Raven,Jo Beverley,2003.0,22533
112091,0451208188,The English Assassin,Daniel Silva,2003.0,21633
112197,0671034413,All the Queen's Men,Linda Howard,1999.0,32683
112283,0743435842,The Excalibur Alternative,David Weber,2003.0,46196
112370,0843950463,Night in the Lonesome October,Richard Laymon,2002.0,20018
112424,1551667959,7b,Stella Cameron,2001.0,15552
112425,1551668912,Thursday'S At Eight,Debbie Macomber,2002.0,4449
514557,0441008615,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,2001.0,15456
210801,0385316860,Secrecy,Belva Plain,1997.0,46389
112499,0394506685,The Fatal Shore,Robert Hughes,1987.0,46397
192265,0849943124,Blessed Child,Bill Bright,2001.0,46399
242903,089296720X,Uncommon Clay,Margaret Maron,2001.0,46401
112542,0140287434,The Haunting,Shirley Jackson,1999.0,35618
112580,0767915593,Straight Talking : A Novel,JANE GREEN,2003.0,18508
179935,0140133488,Crossing to Safety,Wallace Earle Stegner,1991.0,19677
112613,0140434003,Jane Eyre (Penguin Classics),Charlotte Bronte,1996.0,9548
214565,0061020400,The Fifth Elephant: A Novel of Discworld,Terry Pratchett,2001.0,57125
112867,0452279488,The Love Letter,Cathleen Schine,1998.0,27769
112870,0679450424,No Safe Place,Richard North Patterson,1998.0,29811
112871,0684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995.0,30677
112889,0312282702,The Big Dig: A Carlotta Carlyle Mystery,Linda Barnes,2002.0,46536
112891,0345307615,Split Infinity (Apprentice Adept (Paperback)),Piers Anthony,1982.0,10316
112893,0345322215,Wielding a Red Sword (Incarnations of Immortality (Paperback)),Piers Anthony,1987.0,46535
112894,0345322231,Being a Green Mother (Incarnations of Immortality (Paperback)),Piers Anthony,1990.0,46530
112895,0345349342,Juxtaposition (Apprentice Adept (Paperback)),Piers Anthony,1991.0,46531
112897,0380752867,And Eternity (Incarnations of Immortality (Paperback)),Piers Anthony,1991.0,46529
112903,0441662633,"Phaze Doubt (Apprentice Adept Series, Book 7)",Piers Anthony,1994.0,46532
132796,078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,1999.0,11280
112936,0380774909,A Fit of Tempera (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim,1994.0,46566
112941,0380811898,A Penny Urned (Den of Antiquity),Tamar Myers,2000.0,46568
112943,0380977362,The House of Seven Mabels,Jill Churchill,2002.0,46555
112983,0151446474,The Name of the Rose,Umberto Eco,1983.0,4816
112987,0451522907,Flatland: A Romance of Many Dimensions (Signet Classics (Paperback)),Edwin Abbott Abbott,1984.0,46585
113028,0446313645,Fear and Loathing: On the Campaign Trail,Dr. Hunter S. Thompson,1985.0,46595
113040,0743437314,The Merchant of Death (Pendragon Series #1),D.J. MacHale,2002.0,11190
157049,0836270096,"Magic Eye, Vol. 2",N.E. Thing Enterprises,1994.0,46604
113064,0060195339,Sandy Koufax : A Lefty's Legacy,Jane Leavy,2002.0,46608
218312,0385336667,Persuader: A Jack Reacher Novel,LEE CHILD,2003.0,39999
164167,0425171493,Framed in Lace (Needlecraft Mysteries),Monica Ferris,1999.0,16929
113113,0061099805,Swimming to Catalina,Stuart Woods,1998.0,8583
113194,0804113424,House of Blues: A Skip Langdon Novel (Skip Langdon Novels (Paperback)),Julie Smith,1996.0,46632
113195,0804119511,What to Do About Annie,Millie Criswell,2001.0,46623
113237,0156000024,"Consider This, Senora",Harriet Doerr,1994.0,44791
113240,0590396056,"Magic Steps (The Circle Opens, Book 1)",Tamora Pierce,2001.0,46659
192619,0609610546,Behind Enemy Lines: The True Story of a French Jewish Spy in Nazi Germany,Marthe Cohn,2002.0,46661
205064,0440237009,The House on Hope Street,Danielle Steel,2001.0,22003
145279,0440940605,I Am the Cheese (Laurel-Leaf Library),ROBERT CORMIER,1991.0,46706
113372,0345360001,The Mummy or Ramses the Damned,Anne Rice,1989.0,46707
134350,0805059555,"\O\"" Is for Outlaw""",Sue Grafton,1999.0,10860
313960,0380814382,True Confessions (Avon Romance),Rachel Gibson,2001.0,30783
174317,0449221180,Native Tongue,Carl Hiaasen,1992.0,6816
113522,0767906039,The Nudist on the Late Shift,Po Bronson,2000.0,10413
302548,0670894370,A Common Life : The Wedding Story (The Mitford Years),Jan Karon,2001.0,6934
193984,0312979770,The Seven Dials Mystery (St. Martin's Minotaur Mysteries),Agatha Christie,2001.0,46853
122286,0380720477,A Stained White Radiance,James Lee Burke,1993.0,26909
396186,0446673781,One L : The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,1997.0,46861
113677,006019958X,Savannah Blues,Mary Kay Andrews,2002.0,46866
113693,038549128X,Candles on Bay Street: A Novel,K. C. McKinnon,1999.0,46868
745598,0886775523,Sword and Sorceress X: An Anthology of Heroic Fantasy (Sword and Sorceress Short Fiction Anthology Series),Marion Zimmer Bradley,1993.0,46870
113907,0440202531,The Day of the Storm,Rosamunde Pilcher,1995.0,46998
113911,0440224403,"Cold Night, Warm Stranger",Jill Gregory,1999.0,47080
114124,042514898X,Hangman's Root,Susan Wittig Albert,1995.0,32450
151353,0671744208,Castles,Julie Garwood,1993.0,26017
253503,0385332963,Leap of Faith,Danielle Steel,2001.0,26086
114362,0373196318,"Lionhearted  (Long, Tall Texans)",Diana Palmer,2002.0,34964
114494,0380001098,Gone With the Wind,Margaret Mitchell,1991.0,47120
114495,0380016990,The Kadin,Bertrice Small,1978.0,47536
114789,0671042459,Christy (Women of Primrose Creek),Linda Lael Miller,2000.0,47364
114791,0671042475,Megan,Linda Lael Miller,2000.0,47365
114799,067168972X,The Duchess,Jude Deveraux,1992.0,47452
114809,0671737643,"Whitney, My Love",Judith McNaught,1991.0,26589
114810,0671744607,REMEMBRANCE : REMEMBRANCE,Jude Deveraux,1995.0,15087
114834,0758200846,Too Much Temptation,Lori Foster,2002.0,47577
114959,1556613628,Heart of the Wilderness (Women of the West),Janette Oke,1993.0,47387
115085,006250746X," Earth Prayers From around the World: 365 Prayers, Poems, and Invocations for Honoring the Earth",Elizabeth Roberts,1991.0,48372
115643,0440211476,And One Wore Gray,Heather Graham,1992.0,48258
115644,0440211484,And One Rode West,Heather Graham,1992.0,48257
116087,0671019759,Dream Man,Linda Howard,1998.0,48478
116128,0671653741,SIXTH COLUMN,Robert A. Heinlein,1988.0,48259
116243,0743436830,"River Road (Ross, Joann. Callahan Brothers Trilogy, 2.)",JoAnn Ross,2002.0,2729
